InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Year,Month,DayOfWeek,Hour,Date,Region
576665,23263,SET OF 3 WOODEN HEART DECORATIONS,12,2011-11-16 11:46:00,1.25,17841,United Kingdom,15.0,2011,11,Wednesday,11,2011-11-16,UK
577071,22339,CHRISTMAS TREE PAINTED ZINC ,8,2011-11-17 14:56:00,0.19,13969,United Kingdom,1.52,2011,11,Thursday,14,2011-11-17,UK
578998,22554,PLASTERS IN TIN WOODLAND ANIMALS,2,2011-11-27 16:05:00,1.65,15436,United Kingdom,3.3,2011,11,Sunday,16,2011-11-27,UK
573548,23284,DOORMAT KEEP CALM AND COME IN,2,2011-10-31 13:22:00,8.25,13680,United Kingdom,16.5,2011,10,Monday,13,2011-10-31,UK
562621,23202,JUMBO BAG VINTAGE LEAF,10,2011-08-08 12:36:00,2.08,14415,United Kingdom,20.8,2011,8,Monday,12,2011-08-08,UK
543985,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2011-02-15 09:44:00,4.96,15287,United Kingdom,4.96,2011,2,Tuesday,9,2011-02-15,UK
571229,23093,SMALL PARISIENNE HEART PHOTO FRAME ,1,2011-10-14 14:04:00,2.49,15453,United Kingdom,2.49,2011,10,Friday,14,2011-10-14,UK
572302,23265,SET OF 3 WOODEN TREE DECORATIONS,1,2011-10-23 14:47:00,1.25,15427,United Kingdom,1.25,2011,10,Sunday,14,2011-10-23,UK
541696,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,2,2011-01-20 18:08:00,2.46,15287,United Kingdom,4.92,2011,1,Thursday,18,2011-01-20,UK
576837,23296,SET OF 6 TEA TIME BAKING CASES,3,2011-11-16 15:16:00,3.29,15287,United Kingdom,9.87,2011,11,Wednesday,15,2011-11-16,UK
556912,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,2011-06-15 13:26:00,0.42,15005,United Kingdom,3.36,2011,6,Wednesday,13,2011-06-15,UK
547068,22384,LUNCH BAG PINK POLKADOT,10,2011-03-20 13:48:00,1.65,13985,United Kingdom,16.5,2011,3,Sunday,13,2011-03-20,UK
556812,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,3,2011-06-14 17:25:00,3.29,15287,United Kingdom,9.87,2011,6,Tuesday,17,2011-06-14,UK
580914,23404,HOME SWEET HOME BLACKBOARD,2,2011-12-06 13:42:00,4.95,14871,United Kingdom,9.9,2011,12,Tuesday,13,2011-12-06,UK
555602,47504K,ENGLISH ROSE GARDEN SECATEURS,12,2011-06-06 11:26:00,1.95,16235,United Kingdom,23.4,2011,6,Monday,11,2011-06-06,UK
557147,47593B,SCOTTIE DOGS BABY BIB,48,2011-06-17 10:51:00,0.39,12408,Belgium,18.72,2011,6,Friday,10,2011-06-17,Europe
563722,22487,WHITE WOOD GARDEN PLANT LADDER,2,2011-08-18 16:32:00,9.95,17720,United Kingdom,19.9,2011,8,Thursday,16,2011-08-18,UK
573264,22632,HAND WARMER RED RETROSPOT,2,2011-10-28 12:36:00,2.1,14415,United Kingdom,4.2,2011,10,Friday,12,2011-10-28,UK
576181,23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,6,2011-11-14 11:19:00,1.65,15572,United Kingdom,9.9,2011,11,Monday,11,2011-11-14,UK
565232,23236,STORAGE TIN VINTAGE DOILY ,1,2011-09-02 09:30:00,5.79,15287,United Kingdom,5.79,2011,9,Friday,9,2011-09-02,UK
580705,84997C,CHILDRENS CUTLERY POLKADOT BLUE,4,2011-12-05 16:28:00,4.15,12683,France,16.6,2011,12,Monday,16,2011-12-05,Europe
543448,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,3,2011-02-08 12:12:00,6.63,15287,United Kingdom,19.89,2011,2,Tuesday,12,2011-02-08,UK
546384,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-03-11 13:03:00,6.95,15311,United Kingdom,13.9,2011,3,Friday,13,2011-03-11,UK
545217,82580,BATHROOM METAL SIGN,3,2011-02-28 16:59:00,1.25,15287,United Kingdom,3.75,2011,2,Monday,16,2011-02-28,UK
544801,22383,LUNCH BAG SUKI  DESIGN ,10,2011-02-23 13:48:00,1.65,16145,United Kingdom,16.5,2011,2,Wednesday,13,2011-02-23,UK
551194,84510A,SET OF 4 ENGLISH ROSE COASTERS,6,2011-04-27 11:12:00,1.25,14606,United Kingdom,7.5,2011,4,Wednesday,11,2011-04-27,UK
560918,21916,SET 12 RETRO WHITE CHALK STICKS,24,2011-07-21 18:27:00,0.42,14849,United Kingdom,10.08,2011,7,Thursday,18,2011-07-21,UK
541424,85163A,WHITE BAROQUE WALL CLOCK ,3,2011-01-17 17:57:00,8.29,15287,United Kingdom,24.87,2011,1,Monday,17,2011-01-17,UK
548516,22260,FELT EGG COSY BLUE RABBIT ,5,2011-03-31 16:28:00,1.63,15287,United Kingdom,8.149999999999999,2011,3,Thursday,16,2011-03-31,UK
546670,22267,EASTER DECORATION EGG BUNNY ,3,2011-03-15 15:37:00,1.25,13451,United Kingdom,3.75,2011,3,Tuesday,15,2011-03-15,UK
550965,85174,S/4 CACTI CANDLES,2,2011-04-21 16:53:00,4.95,16750,United Kingdom,9.9,2011,4,Thursday,16,2011-04-21,UK
568894,23206,LUNCH BAG APPLE DESIGN,1,2011-09-29 13:04:00,1.65,17528,United Kingdom,1.65,2011,9,Thursday,13,2011-09-29,UK
560119,23198,PANTRY MAGNETIC  SHOPPING LIST,12,2011-07-15 10:21:00,1.45,12815,Poland,17.4,2011,7,Friday,10,2011-07-15,Other
546888,22335,HEART DECORATION PAINTED ZINC ,1,2011-03-17 18:15:00,1.25,15287,United Kingdom,1.25,2011,3,Thursday,18,2011-03-17,UK
578479,20728,LUNCH BAG CARS BLUE,1,2011-11-24 12:48:00,1.65,15858,United Kingdom,1.65,2011,11,Thursday,12,2011-11-24,UK
545988,20713,JUMBO BAG OWLS,10,2011-03-08 12:52:00,1.95,12662,Germany,19.5,2011,3,Tuesday,12,2011-03-08,Europe
576202,22697,GREEN REGENCY TEACUP AND SAUCER,12,2011-11-14 12:22:00,2.95,13767,United Kingdom,35.400000000000006,2011,11,Monday,12,2011-11-14,UK
581439,23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,1,2011-12-08 16:30:00,5.79,15287,United Kingdom,5.79,2011,12,Thursday,16,2011-12-08,UK
537666,20832,RED FLOCK LOVE HEART PHOTO FRAME,2,2010-12-07 18:36:00,1.66,15287,United Kingdom,3.32,2010,12,Tuesday,18,2010-12-07,UK
568662,23390,DOLLY GIRL MINI BACKPACK,2,2011-09-28 12:36:00,4.15,16764,United Kingdom,8.3,2011,9,Wednesday,12,2011-09-28,UK
574298,23404,HOME SWEET HOME BLACKBOARD,1,2011-11-03 15:56:00,10.79,15287,United Kingdom,10.79,2011,11,Thursday,15,2011-11-03,UK
545058,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-02-27 13:03:00,2.95,13767,United Kingdom,17.700000000000003,2011,2,Sunday,13,2011-02-27,UK
555746,21206,STRAWBERRY HONEYCOMB  GARLAND ,2,2011-06-07 10:55:00,1.65,14606,United Kingdom,3.3,2011,6,Tuesday,10,2011-06-07,UK
566010,23377,PACK OF 12 DOLLY GIRL TISSUES,36,2011-09-08 12:05:00,0.39,13700,United Kingdom,14.04,2011,9,Thursday,12,2011-09-08,UK
547243,22267,EASTER DECORATION EGG BUNNY ,3,2011-03-21 16:59:00,1.25,17231,United Kingdom,3.75,2011,3,Monday,16,2011-03-21,UK
539243,20751,FUNKY WASHING UP GLOVES ASSORTED,2,2010-12-16 13:21:00,2.1,18116,United Kingdom,4.2,2010,12,Thursday,13,2010-12-16,UK
566296,22507,MEMO BOARD RETROSPOT  DESIGN,3,2011-09-11 15:47:00,4.95,17841,United Kingdom,14.85,2011,9,Sunday,15,2011-09-11,UK
576618,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,2011-11-15 17:00:00,4.13,15287,United Kingdom,8.26,2011,11,Tuesday,17,2011-11-15,UK
562999,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-08-11 11:51:00,0.65,15117,United Kingdom,10.4,2011,8,Thursday,11,2011-08-11,UK
549690,22670,FRENCH WC SIGN BLUE METAL,1,2011-04-11 13:41:00,1.25,17841,United Kingdom,1.25,2011,4,Monday,13,2011-04-11,UK
557950,23172,REGENCY TEA PLATE PINK,2,2011-06-23 17:35:00,1.65,17848,United Kingdom,3.3,2011,6,Thursday,17,2011-06-23,UK
574550,35911A,MULTICOLOUR RABBIT EGG WARMER,2,2011-11-04 15:18:00,0.85,12484,Spain,1.7,2011,11,Friday,15,2011-11-04,Europe
555395,22421,LIPSTICK PEN FUSCHIA,24,2011-06-02 17:04:00,0.42,12971,United Kingdom,10.08,2011,6,Thursday,17,2011-06-02,UK
553686,47566,PARTY BUNTING,4,2011-05-18 13:58:00,4.95,14911,EIRE,19.8,2011,5,Wednesday,13,2011-05-18,Europe
558540,23173,REGENCY TEAPOT ROSES ,6,2011-06-30 12:15:00,9.95,17706,United Kingdom,59.7,2011,6,Thursday,12,2011-06-30,UK
571911,23202,JUMBO BAG VINTAGE LEAF,10,2011-10-19 15:15:00,2.08,17562,United Kingdom,20.8,2011,10,Wednesday,15,2011-10-19,UK
576646,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-11-16 10:18:00,2.95,15287,Unspecified,17.700000000000003,2011,11,Wednesday,10,2011-11-16,Other
556515,22474,SPACEBOY TV DINNER TRAY,1,2011-06-13 10:45:00,10.79,15287,United Kingdom,10.79,2011,6,Monday,10,2011-06-13,UK
552285,22488,NATURAL SLATE RECTANGLE CHALKBOARD,1,2011-05-08 12:58:00,1.65,14684,United Kingdom,1.65,2011,5,Sunday,12,2011-05-08,UK
563706,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-08-18 14:48:00,2.95,14189,United Kingdom,17.700000000000003,2011,8,Thursday,14,2011-08-18,UK
543040,22090,PAPER BUNTING RETROSPOT,2,2011-02-02 17:06:00,2.95,17337,United Kingdom,5.9,2011,2,Wednesday,17,2011-02-02,UK
553175,23084,RABBIT NIGHT LIGHT,1,2011-05-15 11:17:00,2.08,15287,United Kingdom,2.08,2011,5,Sunday,11,2011-05-15,UK
578944,23335,EGG FRYING PAN IVORY ,1,2011-11-27 13:41:00,2.08,16005,United Kingdom,2.08,2011,11,Sunday,13,2011-11-27,UK
554827,23083,SET 6 PAPER TABLE LANTERN STARS ,48,2011-05-26 15:19:00,3.29,14646,Netherlands,157.92000000000002,2011,5,Thursday,15,2011-05-26,Europe
541570,22553,PLASTERS IN TIN SKULLS,96,2011-01-19 12:34:00,1.45,14646,Netherlands,139.2,2011,1,Wednesday,12,2011-01-19,Europe
565723,21166,COOK WITH WINE METAL SIGN ,48,2011-09-06 11:29:00,1.85,14408,United Kingdom,88.80000000000001,2011,9,Tuesday,11,2011-09-06,UK
541219,22664,TOY TIDY DOLLY GIRL DESIGN,1,2011-01-14 14:06:00,4.13,15287,United Kingdom,4.13,2011,1,Friday,14,2011-01-14,UK
539451,22113,GREY HEART HOT WATER BOTTLE,1,2010-12-17 16:59:00,7.62,15287,United Kingdom,7.62,2010,12,Friday,16,2010-12-17,UK
571713,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,1,2011-10-18 16:58:00,1.63,15287,United Kingdom,1.63,2011,10,Tuesday,16,2011-10-18,UK
544569,22747,POPPY'S PLAYHOUSE BATHROOM,1,2011-02-21 12:58:00,2.1,16980,United Kingdom,2.1,2011,2,Monday,12,2011-02-21,UK
551152,21231,SWEETHEART CERAMIC TRINKET BOX,2,2011-04-26 14:47:00,1.25,13230,United Kingdom,2.5,2011,4,Tuesday,14,2011-04-26,UK
557499,23245,SET OF 3 REGENCY CAKE TINS,4,2011-06-20 15:25:00,4.95,16320,Unspecified,19.8,2011,6,Monday,15,2011-06-20,Other
562843,21094,SET/6 RED SPOTTY PAPER PLATES,4,2011-08-09 17:37:00,0.83,15287,United Kingdom,3.32,2011,8,Tuesday,17,2011-08-09,UK
577358,21790,VINTAGE SNAP CARDS,3,2011-11-18 15:59:00,1.63,15287,United Kingdom,4.89,2011,11,Friday,15,2011-11-18,UK
581502,22155,STAR DECORATION RUSTIC,6,2011-12-09 10:51:00,0.42,15910,United Kingdom,2.52,2011,12,Friday,10,2011-12-09,UK
562965,21984,PACK OF 12 PINK PAISLEY TISSUES ,24,2011-08-11 10:45:00,0.29,18226,United Kingdom,6.959999999999999,2011,8,Thursday,10,2011-08-11,UK
571463,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,20,2011-10-17 14:23:00,1.65,16463,United Kingdom,33.0,2011,10,Monday,14,2011-10-17,UK
548864,22963,JAM JAR WITH GREEN LID,1,2011-04-04 14:00:00,0.85,15756,United Kingdom,0.85,2011,4,Monday,14,2011-04-04,UK
566202,23028,DRAWER KNOB CRACKLE GLAZE BLUE,6,2011-09-09 14:22:00,1.65,15652,United Kingdom,9.9,2011,9,Friday,14,2011-09-09,UK
567024,23168,CLASSIC CAFE SUGAR DISPENSER,5,2011-09-16 11:23:00,3.29,15287,United Kingdom,16.45,2011,9,Friday,11,2011-09-16,UK
546008,21985,PACK OF 12 HEARTS DESIGN TISSUES ,1,2011-03-08 15:43:00,0.83,15287,United Kingdom,0.83,2011,3,Tuesday,15,2011-03-08,UK
554974,23172,REGENCY TEA PLATE PINK,12,2011-05-27 17:14:00,1.65,14031,United Kingdom,19.8,2011,5,Friday,17,2011-05-27,UK
562892,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,2011-08-10 12:24:00,1.45,16292,United Kingdom,17.4,2011,8,Wednesday,12,2011-08-10,UK
574890,20725,LUNCH BAG RED RETROSPOT,100,2011-11-07 14:23:00,1.45,18229,United Kingdom,145.0,2011,11,Monday,14,2011-11-07,UK
553668,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,12,2011-05-18 12:21:00,3.75,13993,United Kingdom,45.0,2011,5,Wednesday,12,2011-05-18,UK
557933,22667,RECIPE BOX RETROSPOT ,6,2011-06-23 15:07:00,2.95,13014,United Kingdom,17.700000000000003,2011,6,Thursday,15,2011-06-23,UK
550622,82580,BATHROOM METAL SIGN,10,2011-04-19 13:49:00,0.55,13735,United Kingdom,5.5,2011,4,Tuesday,13,2011-04-19,UK
570237,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,3,2011-10-09 14:48:00,1.25,13212,United Kingdom,3.75,2011,10,Sunday,14,2011-10-09,UK
576910,21426,WOODLAND STORAGE BOX SMALL,6,2011-11-17 09:51:00,2.1,12477,Germany,12.6,2011,11,Thursday,9,2011-11-17,Europe
579400,23163,REGENCY SUGAR TONGS,8,2011-11-29 12:10:00,2.49,17306,United Kingdom,19.92,2011,11,Tuesday,12,2011-11-29,UK
562158,23000,TRAVEL CARD WALLET TRANSPORT,1,2011-08-03 11:45:00,0.42,15039,United Kingdom,0.42,2011,8,Wednesday,11,2011-08-03,UK
543985,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,2011-02-15 09:44:00,2.92,15287,United Kingdom,2.92,2011,2,Tuesday,9,2011-02-15,UK
557622,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,2,2011-06-21 14:15:00,1.65,17960,United Kingdom,3.3,2011,6,Tuesday,14,2011-06-21,UK
556302,22144,CHRISTMAS CRAFT LITTLE FRIENDS,80,2011-06-10 10:24:00,1.85,15267,United Kingdom,148.0,2011,6,Friday,10,2011-06-10,UK
559878,48111,DOORMAT 3 SMILEY CATS,1,2011-07-13 11:19:00,7.95,15493,United Kingdom,7.95,2011,7,Wednesday,11,2011-07-13,UK
546089,21479,WHITE SKULL HOT WATER BOTTLE ,3,2011-03-09 11:44:00,3.75,17864,United Kingdom,11.25,2011,3,Wednesday,11,2011-03-09,UK
559163,21198,WHITE HEART CONFETTI IN TUBE,3,2011-07-06 16:33:00,0.83,15287,United Kingdom,2.49,2011,7,Wednesday,16,2011-07-06,UK
537224,82551,LAUNDRY 15C METAL SIGN,3,2010-12-05 16:24:00,1.45,13174,United Kingdom,4.35,2010,12,Sunday,16,2010-12-05,UK
556080,22426,ENAMEL WASH BOWL CREAM,1,2011-06-08 15:21:00,8.29,15287,United Kingdom,8.29,2011,6,Wednesday,15,2011-06-08,UK
559163,84876B,GREEN HEART COMPACT MIRROR,1,2011-07-06 16:33:00,2.46,15287,United Kingdom,2.46,2011,7,Wednesday,16,2011-07-06,UK
575138,85049e,SCANDINAVIAN REDS RIBBONS,1,2011-11-08 15:24:00,3.29,15287,United Kingdom,3.29,2011,11,Tuesday,15,2011-11-08,UK
559134,21949,SET OF 6 STRAWBERRY CHOPSTICKS,12,2011-07-06 13:14:00,1.25,12700,France,15.0,2011,7,Wednesday,13,2011-07-06,Europe
570791,23344,JUMBO BAG 50'S CHRISTMAS ,20,2011-10-12 11:58:00,2.08,17346,United Kingdom,41.6,2011,10,Wednesday,11,2011-10-12,UK
546164,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,2011-03-10 10:04:00,1.45,15939,United Kingdom,17.4,2011,3,Thursday,10,2011-03-10,UK
578626,21094,SET/6 RED SPOTTY PAPER PLATES,24,2011-11-24 15:38:00,0.85,12709,Germany,20.4,2011,11,Thursday,15,2011-11-24,Europe
573275,22637,PIGGY BANK RETROSPOT ,2,2011-10-28 13:12:00,2.55,15311,United Kingdom,5.1,2011,10,Friday,13,2011-10-28,UK
539434,22467,GUMBALL COAT RACK,1,2010-12-17 14:41:00,5.06,15287,United Kingdom,5.06,2010,12,Friday,14,2010-12-17,UK
558904,20992,JAZZ HEARTS PURSE NOTEBOOK,2,2011-07-04 16:18:00,0.83,15287,United Kingdom,1.66,2011,7,Monday,16,2011-07-04,UK
566163,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,12,2011-09-09 11:48:00,1.65,12637,France,19.8,2011,9,Friday,11,2011-09-09,Europe
574837,22383,LUNCH BAG SUKI DESIGN ,10,2011-11-07 11:33:00,1.65,15785,United Kingdom,16.5,2011,11,Monday,11,2011-11-07,UK
545215,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,1,2011-02-28 16:47:00,7.46,15287,United Kingdom,7.46,2011,2,Monday,16,2011-02-28,UK
566483,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-09-13 09:47:00,1.45,13880,United Kingdom,17.4,2011,9,Tuesday,9,2011-09-13,UK
545895,22934,BAKING MOULD EASTER EGG WHITE CHOC,1,2011-03-07 17:14:00,5.79,15287,United Kingdom,5.79,2011,3,Monday,17,2011-03-07,UK
536528,22585,PACK OF 6 BIRDY GIFT TAGS,6,2010-12-01 13:17:00,1.25,15525,United Kingdom,7.5,2010,12,Wednesday,13,2010-12-01,UK
576658,23582,VINTAGE DOILY JUMBO BAG RED ,10,2011-11-16 11:05:00,2.08,14534,United Kingdom,20.8,2011,11,Wednesday,11,2011-11-16,UK
577754,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,24,2011-11-21 14:47:00,2.1,18139,United Kingdom,50.400000000000006,2011,11,Monday,14,2011-11-21,UK
581492,21257,VICTORIAN SEWING BOX MEDIUM,2,2011-12-09 10:03:00,15.79,15287,United Kingdom,31.58,2011,12,Friday,10,2011-12-09,UK
575087,22355,CHARLOTTE BAG SUKI DESIGN,1,2011-11-08 13:57:00,0.85,16549,United Kingdom,0.85,2011,11,Tuesday,13,2011-11-08,UK
549526,21931,JUMBO STORAGE BAG SUKI,3,2011-04-08 15:49:00,2.08,13630,United Kingdom,6.24,2011,4,Friday,15,2011-04-08,UK
545550,20749,ASSORTED COLOUR MINI CASES,3,2011-03-03 15:11:00,7.95,18041,United Kingdom,23.85,2011,3,Thursday,15,2011-03-03,UK
545217,22439,6 ROCKET BALLOONS ,1,2011-02-28 16:59:00,1.25,15287,United Kingdom,1.25,2011,2,Monday,16,2011-02-28,UK
561386,23293,SET OF 12 FAIRY CAKE BAKING CASES,12,2011-07-27 09:14:00,0.83,15660,United Kingdom,9.96,2011,7,Wednesday,9,2011-07-27,UK
538638,22738,RIBBON REEL SNOWY VILLAGE,1,2010-12-13 14:16:00,1.65,17231,United Kingdom,1.65,2010,12,Monday,14,2010-12-13,UK
561043,22193,RED DINER WALL CLOCK,1,2011-07-24 12:20:00,8.5,15708,United Kingdom,8.5,2011,7,Sunday,12,2011-07-24,UK
572077,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2011-10-20 14:09:00,4.25,15807,United Kingdom,34.0,2011,10,Thursday,14,2011-10-20,UK
560209,21892,TRADITIONAL WOODEN CATCH CUP GAME ,4,2011-07-15 14:05:00,1.25,15004,United Kingdom,5.0,2011,7,Friday,14,2011-07-15,UK
561820,21210,SET OF 72 RETROSPOT PAPER  DOILIES,3,2011-07-29 16:00:00,2.92,15287,United Kingdom,8.76,2011,7,Friday,16,2011-07-29,UK
559897,90214C,"LETTER ""C"" BLING KEY RING",12,2011-07-13 12:18:00,1.25,16779,United Kingdom,15.0,2011,7,Wednesday,12,2011-07-13,UK
568699,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,2011-09-28 14:58:00,9.95,12352,Norway,19.9,2011,9,Wednesday,14,2011-09-28,Europe
558534,85159B,"WHITE TEA,COFFEE,SUGAR JARS",12,2011-06-30 11:54:00,1.95,13988,United Kingdom,23.4,2011,6,Thursday,11,2011-06-30,UK
567661,21989,PACK OF 20 SKULL PAPER NAPKINS,4,2011-09-21 15:06:00,0.85,13959,United Kingdom,3.4,2011,9,Wednesday,15,2011-09-21,UK
568703,35933,PINK STOCKING CHRISTMAS DECORATION,24,2011-09-28 15:21:00,0.38,12748,United Kingdom,9.12,2011,9,Wednesday,15,2011-09-28,UK
548807,47599B,BLUE PARTY BAGS ,144,2011-04-04 12:54:00,1.69,16422,United Kingdom,243.36,2011,4,Monday,12,2011-04-04,UK
581165,20831,GOLD PHOTO FRAME,12,2011-12-07 14:39:00,0.79,15701,United Kingdom,9.48,2011,12,Wednesday,14,2011-12-07,UK
581183,22059,CERAMIC STRAWBERRY DESIGN MUG,24,2011-12-07 16:24:00,0.39,12569,Germany,9.36,2011,12,Wednesday,16,2011-12-07,Europe
559698,21495,SKULLS AND CROSSBONES WRAP,25,2011-07-11 17:07:00,0.42,17589,United Kingdom,10.5,2011,7,Monday,17,2011-07-11,UK
556876,23208,LUNCH BAG VINTAGE LEAF DESIGN,1,2011-06-15 11:56:00,1.65,16241,United Kingdom,1.65,2011,6,Wednesday,11,2011-06-15,UK
558475,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,1,2011-06-29 15:58:00,1.63,15287,United Kingdom,1.63,2011,6,Wednesday,15,2011-06-29,UK
551426,22560,TRADITIONAL MODELLING CLAY,24,2011-04-28 14:39:00,1.25,14022,United Kingdom,30.0,2011,4,Thursday,14,2011-04-28,UK
565453,85099B,JUMBO BAG RED RETROSPOT,10,2011-09-04 16:05:00,2.08,15136,United Kingdom,20.8,2011,9,Sunday,16,2011-09-04,UK
561515,84596L,BISCUITS SMALL BOWL LIGHT BLUE,5,2011-07-27 15:16:00,0.83,15287,United Kingdom,4.15,2011,7,Wednesday,15,2011-07-27,UK
571696,21313,GLASS HEART T-LIGHT HOLDER ,12,2011-10-18 14:47:00,0.85,15604,United Kingdom,10.2,2011,10,Tuesday,14,2011-10-18,UK
575222,23284,DOORMAT KEEP CALM AND COME IN,7,2011-11-09 11:33:00,8.25,16880,United Kingdom,57.75,2011,11,Wednesday,11,2011-11-09,UK
565766,22189,CREAM HEART CARD HOLDER,1,2011-09-06 14:23:00,3.95,17841,United Kingdom,3.95,2011,9,Tuesday,14,2011-09-06,UK
574941,23343,JUMBO BAG VINTAGE CHRISTMAS ,215,2011-11-07 17:42:00,4.95,15287,United Kingdom,1064.25,2011,11,Monday,17,2011-11-07,UK
558621,22028,PENNY FARTHING BIRTHDAY CARD,24,2011-06-30 16:43:00,0.42,13745,United Kingdom,10.08,2011,6,Thursday,16,2011-06-30,UK
574052,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-11-02 13:50:00,2.95,16706,United Kingdom,2.95,2011,11,Wednesday,13,2011-11-02,UK
545471,84568,GIRLS ALPHABET IRON ON PATCHES ,288,2011-03-03 10:34:00,0.21,15087,United Kingdom,60.48,2011,3,Thursday,10,2011-03-03,UK
549154,37370,RETRO COFFEE MUGS ASSORTED,12,2011-04-06 16:47:00,1.25,17690,United Kingdom,15.0,2011,4,Wednesday,16,2011-04-06,UK
545871,23231,WRAP DOILEY DESIGN,25,2011-03-07 14:51:00,0.42,17092,United Kingdom,10.5,2011,3,Monday,14,2011-03-07,UK
563952,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2011-08-22 10:44:00,8.5,15572,United Kingdom,17.0,2011,8,Monday,10,2011-08-22,UK
574731,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-11-06 15:09:00,2.95,17831,United Kingdom,17.700000000000003,2011,11,Sunday,15,2011-11-06,UK
559693,22976,CIRCUS PARADE CHILDRENS EGG CUP ,1,2011-07-11 16:21:00,2.46,15287,United Kingdom,2.46,2011,7,Monday,16,2011-07-11,UK
572758,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2011-10-25 18:39:00,8.29,15287,United Kingdom,16.58,2011,10,Tuesday,18,2011-10-25,UK
581414,22445,PENCIL CASE LIFE IS BEAUTIFUL,2,2011-12-08 14:39:00,2.95,14730,United Kingdom,5.9,2011,12,Thursday,14,2011-12-08,UK
578258,21479,WHITE SKULL HOT WATER BOTTLE ,1,2011-11-23 13:01:00,4.25,13263,United Kingdom,4.25,2011,11,Wednesday,13,2011-11-23,UK
580612,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,2,2011-12-05 11:58:00,5.79,15287,United Kingdom,11.58,2011,12,Monday,11,2011-12-05,UK
564078,85099B,JUMBO BAG RED RETROSPOT,10,2011-08-22 15:43:00,2.08,17083,United Kingdom,20.8,2011,8,Monday,15,2011-08-22,UK
577741,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,12,2011-11-21 13:40:00,0.85,12921,United Kingdom,10.2,2011,11,Monday,13,2011-11-21,UK
539958,22309,TEA COSY RED  STRIPE,1,2010-12-23 13:26:00,5.06,15287,United Kingdom,5.06,2010,12,Thursday,13,2010-12-23,UK
568680,23404,HOME SWEET HOME BLACKBOARD,6,2011-09-28 14:10:00,4.95,18265,United Kingdom,29.700000000000003,2011,9,Wednesday,14,2011-09-28,UK
552838,22384,LUNCH BAG PINK POLKADOT,10,2011-05-11 14:24:00,1.65,15732,United Kingdom,16.5,2011,5,Wednesday,14,2011-05-11,UK
551860,22789,T-LIGHT HOLDER SWEETHEART HANGING,4,2011-05-04 15:41:00,1.95,15508,United Kingdom,7.8,2011,5,Wednesday,15,2011-05-04,UK
579980,23454,THREE MINI HANGING FRAMES,2,2011-12-01 11:16:00,4.15,13263,United Kingdom,8.3,2011,12,Thursday,11,2011-12-01,UK
576339,22727,ALARM CLOCK BAKELIKE RED ,2,2011-11-14 15:27:00,7.46,14096,United Kingdom,14.92,2011,11,Monday,15,2011-11-14,UK
560453,22024,RAINY LADIES BIRTHDAY CARD,24,2011-07-19 09:52:00,0.42,13209,United Kingdom,10.08,2011,7,Tuesday,9,2011-07-19,UK
549249,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,12,2011-04-07 12:04:00,1.25,12423,Belgium,15.0,2011,4,Thursday,12,2011-04-07,Europe
573500,22306,SILVER MUG BONE CHINA TREE OF LIFE,6,2011-10-31 12:01:00,1.06,16931,United Kingdom,6.36,2011,10,Monday,12,2011-10-31,UK
